# Species	Genes	Alg.-Conn.	536.fasta	ABU83972.fasta	APEC01.fasta	CFT073.fasta	E2348:69.fasta	ED1a.fasta	S88.fasta	SE15.fasta	UTI89.fasta
9	9	0.914	lcl|NC_008253.1_prot_WP_000702297.1_4053	lcl|CP001671.1_prot_ADN48856.1_4237	lcl|NZ_CP028310.1_prot_WP_000797353.1_3948	lcl|NZ_CP051263.1_prot_WP_000702296.1_4443	lcl|NC_011601.1_prot_WP_000702309.1_4395	lcl|NC_011745.1_prot_WP_000702302.1_4488	lcl|CU928161.2_prot_CAR05567.1_4195	lcl|NC_013654.1_prot_WP_000702314.1_3868	lcl|NC_007946.1_prot_WP_000702319.1_4189
9	9	0.914	lcl|NC_008253.1_prot_WP_000778146.1_1514	lcl|CP001671.1_prot_ADN46331.1_1712	lcl|NZ_CP028310.1_prot_WP_001300836.1_1599	lcl|NZ_CP051263.1_prot_WP_024182241.1_1796	lcl|NC_011601.1_prot_WP_001339640.1_1743	lcl|NC_011745.1_prot_WP_012601527.1_1716	lcl|CU928161.2_prot_CAR02946.1_1573	lcl|NC_013654.1_prot_WP_001296085.1_1487	lcl|NC_007946.1_prot_WP_000778146.1_1657
9	9	0.914	lcl|NC_008253.1_prot_WP_001070580.1_3295	lcl|CP001671.1_prot_ADN48143.1_3524	lcl|NZ_CP028310.1_prot_WP_001070563.1_3283	lcl|NZ_CP051263.1_prot_WP_001070581.1_3688	lcl|NC_011601.1_prot_WP_001070558.1_3678	lcl|NC_011745.1_prot_WP_001070567.1_3820	lcl|CU928161.2_prot_CAR04885.1_3511	lcl|NC_013654.1_prot_WP_001070565.1_3178	lcl|NC_007946.1_prot_WP_001070567.1_3478
9	9	0.914	lcl|NC_008253.1_prot_WP_001295931.1_910	lcl|CP001671.1_prot_ADN45537.1_918	lcl|NZ_CP028310.1_prot_WP_001295347.1_924	lcl|NZ_CP051263.1_prot_WP_001295931.1_961	lcl|NC_011601.1_prot_WP_001295931.1_936	lcl|NC_011745.1_prot_WP_001295931.1_925	lcl|CU928161.2_prot_CAR02283.1_911	lcl|NC_013654.1_prot_WP_001295931.1_862	lcl|NC_007946.1_prot_WP_001295931.1_917
9	9	0.914	lcl|NC_008253.1_prot_WP_001297960.1_3803	lcl|CP001671.1_prot_ADN48605.1_3986	lcl|NZ_CP028310.1_prot_WP_001340434.1_3704	lcl|NZ_CP051263.1_prot_WP_001529490.1_4191	lcl|NC_011601.1_prot_WP_001339866.1_4147	lcl|NC_011745.1_prot_WP_024185533.1_4241	lcl|CU928161.2_prot_CAR05319.1_3946	lcl|NC_013654.1_prot_WP_001532050.1_3606	lcl|NC_007946.1_prot_WP_001350839.1_3939
9	9	0.914	lcl|NC_008253.1_prot_WP_001298115.1_1316	lcl|CP001671.1_prot_ADN46126.1_1507	lcl|NZ_CP028310.1_prot_WP_001335988.1_1358	lcl|NZ_CP051263.1_prot_WP_001443124.1_1582	lcl|NC_011601.1_prot_E2348C_RS07880_1529	lcl|NC_011745.1_prot_WP_001296036.1_1457	lcl|CU928161.2_prot_CAR02750.1_1378	lcl|NC_013654.1_prot_WP_001545964.1_1298	lcl|NC_007946.1_prot_WP_001298115.1_1440
9	9	0.914	lcl|NC_008253.1_prot_WP_001335263.1_4189	lcl|CP001671.1_prot_ADN48997.1_4378	lcl|NZ_CP028310.1_prot_WP_000019548.1_4132	lcl|NZ_CP051263.1_prot_WP_001327775.1_4585	lcl|NC_011601.1_prot_WP_001339453.1_4537	lcl|NC_011745.1_prot_WP_001314348.1_4620	lcl|CU928161.2_prot_CAR05710.1_4337	lcl|NC_013654.1_prot_WP_001545711.1_4002	lcl|NC_007946.1_prot_WP_001314348.1_4299
9	9	0.913	lcl|NC_008253.1_prot_WP_000012348.1_2227	lcl|CP001671.1_prot_ADN47071.1_2452	lcl|NZ_CP028310.1_prot_WP_000012305.1_2260	lcl|NZ_CP051263.1_prot_WP_000012318.1_2528	lcl|NC_011601.1_prot_WP_048816141.1_2464	lcl|NC_011745.1_prot_WP_000012328.1_2636	lcl|CU928161.2_prot_CAR03658.1_2285	lcl|NC_013654.1_prot_WP_000012323.1_2170	lcl|NC_007946.1_prot_WP_000012327.1_2359
9	9	0.913	lcl|NC_008253.1_prot_WP_000066965.1_1808	lcl|CP001671.1_prot_ADN46672.1_2053	lcl|NZ_CP028310.1_prot_WP_223350499.1_1902	lcl|NZ_CP051263.1_prot_WP_000066983.1_2093	lcl|NC_011601.1_prot_WP_000066983.1_2085	lcl|NC_011745.1_prot_WP_000066983.1_2101	lcl|CU928161.2_prot_CAR03239.1_1867	lcl|NC_013654.1_prot_WP_000066973.1_1784	lcl|NC_007946.1_prot_WP_000066983.1_1951
9	9	0.913	lcl|NC_008253.1_prot_WP_000775786.1_1344	lcl|CP001671.1_prot_ADN46153.1_1534	lcl|NZ_CP028310.1_prot_WP_000775794.1_1389	lcl|NZ_CP051263.1_prot_WP_000775772.1_1610	lcl|NC_011601.1_prot_WP_000775764.1_1559	lcl|NC_011745.1_prot_WP_000775760.1_1485	lcl|CU928161.2_prot_CAR02779.1_1407	lcl|NC_013654.1_prot_WP_000775774.1_1326	lcl|NC_007946.1_prot_WP_000775761.1_1468
9	9	0.913	lcl|NC_008253.1_prot_WP_000916270.1_68	lcl|CP001671.1_prot_ADN44688.1_69	lcl|NZ_CP028310.1_prot_WP_000916281.1_119	lcl|NZ_CP051263.1_prot_WP_000916321.1_72	lcl|NC_011601.1_prot_WP_000916297.1_70	lcl|NC_011745.1_prot_WP_000916270.1_68	lcl|CU928161.2_prot_CAR01437.1_69	lcl|NC_013654.1_prot_WP_000916272.1_72	lcl|NC_007946.1_prot_WP_000916269.1_70
9	9	0.913	lcl|NC_008253.1_prot_WP_001059916.1_2643	lcl|CP001671.1_prot_ADN47480.1_2861	lcl|NZ_CP028310.1_prot_WP_001059922.1_2701	lcl|NZ_CP051263.1_prot_WP_001059947.1_3010	lcl|NC_011601.1_prot_WP_001059916.1_3112	lcl|NC_011745.1_prot_WP_001059916.1_3101	lcl|CU928161.2_prot_CAR04241.1_2870	lcl|NC_013654.1_prot_WP_001059911.1_2591	lcl|NC_007946.1_prot_WP_001059916.1_2896
9	9	0.913	lcl|NC_008253.1_prot_WP_001298686.1_776	lcl|CP001671.1_prot_ADN45407.1_788	lcl|NZ_CP028310.1_prot_WP_000446917.1_785	lcl|NZ_CP051263.1_prot_WP_001298686.1_780	lcl|NC_011601.1_prot_WP_012578858.1_756	lcl|NC_011745.1_prot_WP_012601372.1_727	lcl|CU928161.2_prot_CAR02143.1_771	lcl|NC_013654.1_prot_WP_001295889.1_728	lcl|NC_007946.1_prot_WP_001350600.1_722
9	9	0.913	lcl|NC_008253.1_prot_WP_001350367.1_4592	lcl|CP001671.1_prot_ADN49404.1_4785	lcl|NZ_CP028310.1_prot_WP_001742676.1_46	lcl|NZ_CP051263.1_prot_WP_001339518.1_4958	lcl|NC_011601.1_prot_WP_001339518.1_4855	lcl|NC_011745.1_prot_WP_016237709.1_5070	lcl|CU928161.2_prot_CAR06216.1_4839	lcl|NC_013654.1_prot_WP_001545810.1_4405	lcl|NC_007946.1_prot_WP_001339518.1_4787
9	9	0.913	lcl|NC_008253.1_prot_WP_011579110.1_1049	lcl|CP001671.1_prot_ADN45858.1_1239	lcl|NZ_CP028310.1_prot_WP_001295441.1_1103	lcl|NZ_CP051263.1_prot_WP_001304468.1_1213	lcl|NC_011601.1_prot_WP_012578881.1_1201	lcl|NC_011745.1_prot_WP_012601461.1_1194	lcl|CU928161.2_prot_CAR02422.1_1050	lcl|NC_013654.1_prot_WP_001295961.1_999	lcl|NC_007946.1_prot_WP_001331933.1_1116
9	9	0.912	lcl|NC_008253.1_prot_WP_000097828.1_1387	lcl|CP001671.1_prot_ADN46194.1_1575	lcl|NZ_CP028310.1_prot_WP_000097801.1_1452	lcl|NZ_CP051263.1_prot_WP_000097806.1_1653	lcl|NC_011601.1_prot_WP_000097813.1_1604	lcl|NC_011745.1_prot_WP_000097807.1_1528	lcl|CU928161.2_prot_CAR02820.1_1448	lcl|NC_013654.1_prot_WP_000097823.1_1372	lcl|NC_007946.1_prot_WP_000097805.1_1511
9	9	0.912	lcl|NC_008253.1_prot_WP_000137290.1_2582	lcl|CP001671.1_prot_ADN47416.1_2797	lcl|NZ_CP028310.1_prot_WP_000137280.1_2644	lcl|NZ_CP051263.1_prot_WP_000137289.1_2948	lcl|NC_011601.1_prot_WP_000137287.1_3048	lcl|NC_011745.1_prot_WP_000137280.1_3040	lcl|CU928161.2_prot_CAR04178.1_2807	lcl|NC_013654.1_prot_WP_000137288.1_2531	lcl|NC_007946.1_prot_WP_000137280.1_2833
9	9	0.912	lcl|NC_008253.1_prot_WP_000786369.1_2211	lcl|CP001671.1_prot_ADN47055.1_2436	lcl|NZ_CP028310.1_prot_WP_000786434.1_2244	lcl|NZ_CP051263.1_prot_WP_000786345.1_2512	lcl|NC_011601.1_prot_WP_000872518.1_2448	lcl|NC_011745.1_prot_WP_000786346.1_2620	lcl|CU928161.2_prot_CAR03642.1_2269	lcl|NC_013654.1_prot_WP_000872491.1_2154	lcl|NC_007946.1_prot_WP_000872522.1_2343
9	9	0.912	lcl|NC_008253.1_prot_WP_001016665.1_4092	lcl|CP001671.1_prot_ADN48895.1_4276	lcl|NZ_CP028310.1_prot_WP_001016699.1_3979	lcl|NZ_CP051263.1_prot_WP_001016654.1_4482	lcl|NC_011601.1_prot_WP_001016654.1_4437	lcl|NC_011745.1_prot_WP_001016664.1_4525	lcl|CU928161.2_prot_CAR05606.1_4234	lcl|NC_013654.1_prot_WP_001016670.1_3902	lcl|NC_007946.1_prot_WP_001016654.1_3540
9	9	0.912	lcl|NC_008253.1_prot_WP_001298125.1_2689	lcl|CP001671.1_prot_ADN47515.1_2896	lcl|NZ_CP028310.1_prot_WP_001299097.1_2741	lcl|NZ_CP051263.1_prot_WP_001443090.1_3045	lcl|NC_011601.1_prot_WP_001339315.1_3150	lcl|NC_011745.1_prot_WP_001683237.1_3136	lcl|CU928161.2_prot_CAR04277.1_2905	lcl|NC_013654.1_prot_WP_001296324.1_2626	lcl|NC_007946.1_prot_WP_001331615.1_2933
9	9	0.911	lcl|NC_008253.1_prot_WP_000065793.1_3521	lcl|CP001671.1_prot_ADN48373.1_3754	lcl|NZ_CP028310.1_prot_WP_000065769.1_3507	lcl|NZ_CP051263.1_prot_WP_000065791.1_3919	lcl|NC_011601.1_prot_WP_000065794.1_3879	lcl|NC_011745.1_prot_WP_000065791.1_4038	lcl|CU928161.2_prot_CAR05119.1_3745	lcl|NC_013654.1_prot_WP_000065754.1_3399	lcl|NC_007946.1_prot_WP_000065791.1_3742
9	9	0.911	lcl|NC_008253.1_prot_WP_000157585.1_3422	lcl|CP001671.1_prot_ADN48271.1_3652	lcl|NZ_CP028310.1_prot_WP_000157586.1_3414	lcl|NZ_CP051263.1_prot_WP_000157585.1_3815	lcl|NC_011601.1_prot_WP_012579009.1_3791	lcl|NC_011745.1_prot_WP_000157585.1_3940	lcl|CU928161.2_prot_CAR05011.1_3637	lcl|NC_013654.1_prot_WP_000157585.1_3305	lcl|NC_007946.1_prot_WP_000157585.1_3633
9	9	0.911	lcl|NC_008253.1_prot_WP_000234494.1_2905	lcl|CP001671.1_prot_ADN47723.1_3104	lcl|NZ_CP028310.1_prot_WP_000234503.1_2941	lcl|NZ_CP051263.1_prot_WP_000234491.1_3252	lcl|NC_011601.1_prot_WP_000234495.1_3345	lcl|NC_011745.1_prot_WP_000234491.1_3340	lcl|CU928161.2_prot_CAR04483.1_3111	lcl|NC_013654.1_prot_WP_000234491.1_2841	lcl|NC_007946.1_prot_WP_000234491.1_3144
9	9	0.911	lcl|NC_008253.1_prot_WP_000263355.1_718	lcl|CP001671.1_prot_ADN45348.1_729	lcl|NZ_CP028310.1_prot_WP_000263347.1_725	lcl|NZ_CP051263.1_prot_WP_000263355.1_718	lcl|NC_011601.1_prot_WP_000263353.1_614	lcl|NC_011745.1_prot_WP_000263355.1_670	lcl|CU928161.2_prot_CAR02086.2_714	lcl|NC_013654.1_prot_WP_000263355.1_668	lcl|NC_007946.1_prot_WP_000263353.1_665
9	9	0.911	lcl|NC_008253.1_prot_WP_000377224.1_1833	lcl|CP001671.1_prot_ADN46697.1_2078	lcl|NZ_CP028310.1_prot_WP_000377225.1_1927	lcl|NZ_CP051263.1_prot_WP_000377245.1_2118	lcl|NC_011601.1_prot_WP_000377243.1_2112	lcl|NC_011745.1_prot_WP_000377224.1_2127	lcl|CU928161.2_prot_CAR03263.1_1891	lcl|NC_013654.1_prot_WP_000377224.1_1809	lcl|NC_007946.1_prot_WP_000377224.1_1976
9	9	0.911	lcl|NC_008253.1_prot_WP_000554153.1_1176	lcl|CP001671.1_prot_ADN45983.1_1364	lcl|NZ_CP028310.1_prot_WP_000554140.1_1224	lcl|NZ_CP051263.1_prot_WP_000554153.1_1439	lcl|NC_011601.1_prot_WP_000554151.1_1314	lcl|NC_011745.1_prot_WP_000554153.1_1268	lcl|CU928161.2_prot_CAR02551.1_1179	lcl|NC_013654.1_prot_WP_000554153.1_1129	lcl|NC_007946.1_prot_WP_000554153.1_1244
9	9	0.911	lcl|NC_008253.1_prot_WP_000776503.1_4329	lcl|CP001671.1_prot_ADN49137.1_4518	lcl|NZ_CP028310.1_prot_WP_000776508.1_4272	lcl|NZ_CP051263.1_prot_WP_000776521.1_4780	lcl|NC_011601.1_prot_WP_000776505.1_4673	lcl|NC_011745.1_prot_WP_000776505.1_4805	lcl|CU928161.2_prot_CAR05930.1_4554	lcl|NC_013654.1_prot_WP_000776505.1_4150	lcl|NC_007946.1_prot_WP_000776505.1_4440
9	9	0.911	lcl|NC_008253.1_prot_WP_001334468.1_3801	lcl|CP001671.1_prot_ADN48603.1_3984	lcl|NZ_CP028310.1_prot_WP_000620888.1_3702	lcl|NZ_CP051263.1_prot_WP_001305004.1_4189	lcl|NC_011601.1_prot_WP_001305004.1_4145	lcl|NC_011745.1_prot_WP_012601801.1_4239	lcl|CU928161.2_prot_CAR05317.1_3944	lcl|NC_013654.1_prot_WP_001296573.1_3604	lcl|NC_007946.1_prot_WP_001332265.1_3937
9	9	0.91	lcl|NC_008253.1_prot_WP_000063964.1_956	lcl|CP001671.1_prot_ADN45582.1_963	lcl|NZ_CP028310.1_prot_WP_000063979.1_976	lcl|NZ_CP051263.1_prot_WP_000063990.1_1006	lcl|NC_011601.1_prot_WP_000031232.1_981	lcl|NC_011745.1_prot_WP_000063990.1_1031	lcl|CU928161.2_prot_CAR02329.1_957	lcl|NC_013654.1_prot_WP_000063960.1_907	lcl|NC_007946.1_prot_WP_000063990.1_962
9	9	0.91	lcl|NC_008253.1_prot_WP_000401593.1_3138	lcl|CP001671.1_prot_ADN47989.1_3370	lcl|NZ_CP028310.1_prot_WP_000401598.1_3120	lcl|NZ_CP051263.1_prot_WP_000401593.1_3533	lcl|NC_011601.1_prot_WP_000401581.1_3532	lcl|NC_011745.1_prot_WP_000401593.1_3664	lcl|CU928161.2_prot_CAR04732.1_3358	lcl|NC_013654.1_prot_WP_000401581.1_3022	lcl|NC_007946.1_prot_WP_000401593.1_3324
9	9	0.91	lcl|NC_008253.1_prot_WP_000826499.1_2376	lcl|CP001671.1_prot_ADN47218.1_2599	lcl|NZ_CP028310.1_prot_WP_000826503.1_2418	lcl|NZ_CP051263.1_prot_WP_000826499.1_2676	lcl|NC_011601.1_prot_WP_000826498.1_2691	lcl|NC_011745.1_prot_WP_000826510.1_2783	lcl|CU928161.2_prot_CAR03864.1_2491	lcl|NC_013654.1_prot_WP_000826499.1_2325	lcl|NC_007946.1_prot_WP_000826499.1_2567
9	9	0.91	lcl|NC_008253.1_prot_WP_001057837.1_1843	lcl|CP001671.1_prot_ADN46715.1_2096	lcl|NZ_CP028310.1_prot_WP_001015018.1_1945	lcl|NZ_CP051263.1_prot_WP_001057836.1_2137	lcl|NC_011601.1_prot_WP_001057836.1_2130	lcl|NC_011745.1_prot_WP_001015040.1_2145	lcl|CU928161.2_prot_CAR03280.1_1908	lcl|NC_013654.1_prot_WP_001057840.1_1827	lcl|NC_007946.1_prot_WP_001057836.1_1994
9	9	0.91	lcl|NC_008253.1_prot_WP_001297375.1_3659	lcl|CP001671.1_prot_ADN48512.1_3893	lcl|NZ_CP028310.1_prot_WP_001336353.1_3649	lcl|NZ_CP051263.1_prot_WP_001297375.1_4059	lcl|NC_011601.1_prot_WP_001297375.1_4029	lcl|NC_011745.1_prot_WP_001296533.1_4184	lcl|CU928161.2_prot_CAR05261.1_3887	lcl|NC_013654.1_prot_WP_001296533.1_3547	lcl|NC_007946.1_prot_WP_001297375.1_3882
9	9	0.91	lcl|NC_008253.1_prot_WP_001298286.1_4219	lcl|CP001671.1_prot_ADN49028.1_4409	lcl|NZ_CP028310.1_prot_WP_001295389.1_4154	lcl|NZ_CP051263.1_prot_WP_001317551.1_4614	lcl|NC_011601.1_prot_WP_001374360.1_4563	lcl|NC_011745.1_prot_WP_001317551.1_4649	lcl|CU928161.2_prot_CAR05740.1_4366	lcl|NC_013654.1_prot_WP_001528127.1_4031	lcl|NC_007946.1_prot_WP_001317551.1_4328
9	9	0.909	lcl|NC_008253.1_prot_WP_000010261.1_400	lcl|CP001671.1_prot_ADN45032.1_413	lcl|NZ_CP028310.1_prot_WP_000010285.1_382	lcl|NZ_CP051263.1_prot_WP_000010237.1_401	lcl|NC_011601.1_prot_WP_000010312.1_298	lcl|NC_011745.1_prot_WP_000010309.1_355	lcl|CU928161.2_prot_CAR01697.1_327	lcl|NC_013654.1_prot_WP_000010263.1_319	lcl|NC_007946.1_prot_WP_000010273.1_346
9	9	0.909	lcl|NC_008253.1_prot_WP_000563047.1_4574	lcl|CP001671.1_prot_ADN49386.1_4767	lcl|NZ_CP028310.1_prot_WP_000563060.1_29	lcl|NZ_CP051263.1_prot_WP_000563046.1_4939	lcl|NC_011601.1_prot_WP_000563044.1_4837	lcl|NC_011745.1_prot_WP_000563046.1_5052	lcl|CU928161.2_prot_CAR06198.1_4821	lcl|NC_013654.1_prot_WP_000563058.1_4387	lcl|NC_007946.1_prot_WP_000563046.1_4769
9	9	0.908	lcl|NC_008253.1_prot_WP_000224936.1_1681	lcl|CP001671.1_prot_ADN46549.1_1930	lcl|NZ_CP028310.1_prot_WP_000224958.1_1770	lcl|NZ_CP051263.1_prot_WP_000224927.1_1966	lcl|NC_011601.1_prot_WP_000224994.1_1961	lcl|NC_011745.1_prot_WP_000224927.1_1914	lcl|CU928161.2_prot_CAR03115.1_1743	lcl|NC_013654.1_prot_WP_000224937.1_1658	lcl|NC_007946.1_prot_WP_000224928.1_1827
9	9	0.908	lcl|NC_008253.1_prot_WP_001139282.1_188	lcl|CP001671.1_prot_ADN44804.1_185	lcl|NZ_CP028310.1_prot_WP_001139279.1_235	lcl|NZ_CP051263.1_prot_WP_001139282.1_195	lcl|NC_011601.1_prot_WP_000095071.1_186	lcl|NC_011745.1_prot_WP_001139282.1_189	lcl|CU928161.2_prot_CAR01554.1_184	lcl|NC_013654.1_prot_WP_001139282.1_198	lcl|NC_007946.1_prot_WP_001139272.1_189
9	9	0.907	lcl|NC_008253.1_prot_WP_000092695.1_3306	lcl|CP001671.1_prot_ADN48154.1_3535	lcl|NZ_CP028310.1_prot_WP_000092696.1_3294	lcl|NZ_CP051263.1_prot_WP_000092695.1_3699	lcl|NC_011601.1_prot_WP_000092700.1_3689	lcl|NC_011745.1_prot_WP_000092695.1_3831	lcl|CU928161.2_prot_CAR04896.1_3522	lcl|NC_013654.1_prot_WP_000092695.1_3189	lcl|NC_007946.1_prot_WP_000092695.1_3489
9	9	0.907	lcl|NC_008253.1_prot_WP_000197362.1_1038	lcl|CP001671.1_prot_ADN45847.1_1228	lcl|NZ_CP028310.1_prot_WP_000197363.1_1092	lcl|NZ_CP051263.1_prot_WP_000197351.1_1202	lcl|NC_011601.1_prot_WP_000197362.1_1190	lcl|NC_011745.1_prot_WP_000197362.1_1183	lcl|CU928161.2_prot_CAR02411.1_1039	lcl|NC_013654.1_prot_WP_000197357.1_988	lcl|NC_007946.1_prot_WP_000197362.1_1105
9	9	0.907	lcl|NC_008253.1_prot_WP_000494484.1_3597	lcl|CP001671.1_prot_ADN48449.1_3830	lcl|NZ_CP028310.1_prot_WP_000494484.1_3577	lcl|NZ_CP051263.1_prot_WP_000494484.1_3996	lcl|NC_011601.1_prot_WP_000494484.1_3964	lcl|NC_011745.1_prot_WP_000494484.1_4121	lcl|CU928161.2_prot_CAR05197.1_3823	lcl|NC_013654.1_prot_WP_000494484.1_3479	lcl|NC_007946.1_prot_WP_000494484.1_3819
9	9	0.907	lcl|NC_008253.1_prot_WP_001296623.1_4044	lcl|CP001671.1_prot_ADN48846.1_4227	lcl|NZ_CP028310.1_prot_WP_001296623.1_3939	lcl|NZ_CP051263.1_prot_WP_001296623.1_4434	lcl|NC_011601.1_prot_WP_001296623.1_4386	lcl|NC_011745.1_prot_WP_001296623.1_4479	lcl|CU928161.2_prot_CAR05558.1_4186	lcl|NC_013654.1_prot_WP_001296623.1_3859	lcl|NC_007946.1_prot_WP_001296623.1_4180
9	9	0.907	lcl|NC_008253.1_prot_WP_001298004.1_3496	lcl|CP001671.1_prot_ADN48342.1_3723	lcl|NZ_CP028310.1_prot_WP_001300943.1_3475	lcl|NZ_CP051263.1_prot_WP_001298004.1_3887	lcl|NC_011601.1_prot_WP_001298004.1_3852	lcl|NC_011745.1_prot_WP_001298004.1_4013	lcl|CU928161.2_prot_CAR05088.1_3714	lcl|NC_013654.1_prot_WP_001314207.1_3367	lcl|NC_007946.1_prot_WP_001298004.1_3710
9	9	0.906	lcl|NC_008253.1_prot_WP_000712252.1_2207	lcl|CP001671.1_prot_ADN47051.1_2432	lcl|NZ_CP028310.1_prot_WP_000849212.1_2240	lcl|NZ_CP051263.1_prot_WP_000712252.1_2508	lcl|NC_011601.1_prot_WP_000712252.1_2444	lcl|NC_011745.1_prot_WP_000712252.1_2616	lcl|CU928161.2_prot_CAR03638.1_2265	lcl|NC_013654.1_prot_WP_000712252.1_2150	lcl|NC_007946.1_prot_WP_000712255.1_2339
9	9	0.906	lcl|NC_008253.1_prot_WP_001059895.1_259	lcl|CP001671.1_prot_ADN44939.1_320	lcl|NZ_CP028310.1_prot_WP_001059892.1_306	lcl|NZ_CP051263.1_prot_WP_001059897.1_328	lcl|NC_011601.1_prot_WP_001059885.1_230	lcl|NC_011745.1_prot_WP_001059895.1_262	lcl|CU928161.2_prot_CAR01624.1_254	lcl|NC_013654.1_prot_WP_001059897.1_241	lcl|NC_007946.1_prot_WP_001059895.1_260
9	9	0.906	lcl|NC_008253.1_prot_WP_001264595.1_3644	lcl|CP001671.1_prot_ADN48497.1_3878	lcl|NZ_CP028310.1_prot_WP_001264573.1_3632	lcl|NZ_CP051263.1_prot_WP_001264595.1_4044	lcl|NC_011601.1_prot_WP_001264558.1_4012	lcl|NC_011745.1_prot_WP_001264596.1_4170	lcl|CU928161.2_prot_CAR05246.1_3872	lcl|NC_013654.1_prot_WP_001264592.1_3530	lcl|NC_007946.1_prot_WP_001264595.1_3867
9	9	0.906	lcl|NC_008253.1_prot_WP_001298224.1_1684	lcl|CP001671.1_prot_ADN46552.1_1933	lcl|NZ_CP028310.1_prot_WP_001295484.1_1773	lcl|NZ_CP051263.1_prot_WP_001298224.1_1969	lcl|NC_011601.1_prot_WP_001386272.1_1964	lcl|NC_011745.1_prot_WP_012601543.1_1917	lcl|CU928161.2_prot_CAR03118.1_1746	lcl|NC_013654.1_prot_WP_001296118.1_1661	lcl|NC_007946.1_prot_WP_001350662.1_1830
9	9	0.905	lcl|NC_008253.1_prot_WP_000140537.1_2240	lcl|CP001671.1_prot_ADN47084.1_2465	lcl|NZ_CP028310.1_prot_WP_000140472.1_2277	lcl|NZ_CP051263.1_prot_WP_000140607.1_2541	lcl|NC_011601.1_prot_WP_000140603.1_2477	lcl|NC_011745.1_prot_WP_000140604.1_2649	lcl|CU928161.2_prot_CAR03671.1_2298	lcl|NC_013654.1_prot_WP_000140602.1_2183	lcl|NC_007946.1_prot_WP_000140576.1_2373
9	9	0.905	lcl|NC_008253.1_prot_WP_000148034.1_3792	lcl|CP001671.1_prot_ADN48593.1_3974	lcl|NZ_CP028310.1_prot_WP_000148061.1_3689	lcl|NZ_CP051263.1_prot_WP_000148045.1_4180	lcl|NC_011601.1_prot_WP_000148033.1_4136	lcl|NC_011745.1_prot_WP_000148034.1_4230	lcl|CU928161.2_prot_CAR05305.1_3932	lcl|NC_013654.1_prot_WP_000148034.1_3595	lcl|NC_007946.1_prot_WP_000148034.1_3928
9	9	0.905	lcl|NC_008253.1_prot_WP_000198223.1_1448	lcl|CP001671.1_prot_ADN46260.1_1641	lcl|NZ_CP028310.1_prot_WP_000198205.1_1518	lcl|NZ_CP051263.1_prot_WP_000198218.1_1720	lcl|NC_011601.1_prot_WP_000198218.1_1667	lcl|NC_011745.1_prot_WP_000198213.1_1583	lcl|CU928161.2_prot_CAR02881.1_1509	lcl|NC_013654.1_prot_WP_000198217.1_1424	lcl|NC_007946.1_prot_WP_000198218.1_1570
9	9	0.905	lcl|NC_008253.1_prot_WP_000497363.1_3393	lcl|CP001671.1_prot_ADN48239.1_3620	lcl|NZ_CP028310.1_prot_WP_000497334.1_3385	lcl|NZ_CP051263.1_prot_WP_000497362.1_3784	lcl|NC_011601.1_prot_WP_000497362.1_3760	lcl|NC_011745.1_prot_WP_000497363.1_3911	lcl|CU928161.2_prot_CAR04981.1_3607	lcl|NC_013654.1_prot_WP_000497357.1_3274	lcl|NC_007946.1_prot_WP_000497363.1_3604
9	9	0.905	lcl|NC_008253.1_prot_WP_000670994.1_1570	lcl|CP001671.1_prot_ADN46441.1_1822	lcl|NZ_CP028310.1_prot_WP_000670998.1_1658	lcl|NZ_CP051263.1_prot_WP_000670994.1_1855	lcl|NC_011601.1_prot_WP_000670994.1_1803	lcl|NC_011745.1_prot_WP_000670994.1_1802	lcl|CU928161.2_prot_CAR03004.1_1631	lcl|NC_013654.1_prot_WP_000670994.1_1546	lcl|NC_007946.1_prot_WP_000670994.1_1716
9	9	0.905	lcl|NC_008253.1_prot_WP_000803536.1_1491	lcl|CP001671.1_prot_ADN46308.1_1689	lcl|NZ_CP028310.1_prot_WP_000803657.1_1579	lcl|NZ_CP051263.1_prot_WP_000803537.1_1770	lcl|NC_011601.1_prot_WP_000803537.1_1723	lcl|NC_011745.1_prot_WP_000803537.1_1621	lcl|CU928161.2_prot_CAR02923.1_1550	lcl|NC_013654.1_prot_WP_000803536.1_1467	lcl|NC_007946.1_prot_WP_000803537.1_1631
9	9	0.905	lcl|NC_008253.1_prot_WP_000849301.1_792	lcl|CP001671.1_prot_ADN45422.1_803	lcl|NZ_CP028310.1_prot_WP_000849301.1_801	lcl|NZ_CP051263.1_prot_WP_000849301.1_796	lcl|NC_011601.1_prot_WP_000849308.1_772	lcl|NC_011745.1_prot_WP_000849301.1_743	lcl|CU928161.2_prot_CAR02158.1_786	lcl|NC_013654.1_prot_WP_000849301.1_744	lcl|NC_007946.1_prot_WP_000849301.1_738
9	9	0.904	lcl|NC_008253.1_prot_WP_000114579.1_419	lcl|CP001671.1_prot_ADN45050.1_431	lcl|NZ_CP028310.1_prot_WP_000114620.1_413	lcl|NZ_CP051263.1_prot_WP_000114575.1_419	lcl|NC_011601.1_prot_WP_000114579.1_312	lcl|NC_011745.1_prot_WP_000114575.1_380	lcl|CU928161.2_prot_CAR01714.1_344	lcl|NC_013654.1_prot_WP_000114579.1_340	lcl|NC_007946.1_prot_WP_000114581.1_364
